"","KC1","KC2","KC3","KA1","KA2","KA3"
"Cyp2b10",0,0,0,0,0,0
"Cyp2b9",0,0,0,14233318.37,7814988.659,22636244.5
"Cyp2c23",4354681.118,1996366.192,3603155.287,0,7827171.674,0
"Cyp2c29",6750817.686,10837804.53,0,29130291.66,20841964.75,25324008.46
"Cyp2c37",0,5263393.467,0,0,5162654.701,0
"Cyp2c50",0,7488898.678,0,0,0,0
"Cyp2c54",0,0,0,0,0,0
"Cyp2c67",0,0,1060996.816,1406347.216,0,0
"Cyp2c68",2326462.321,1771886.775,1981543.091,3153341.412,4427297.769,3249607.492
"Cyp2c69",0,0,0,0,608272.9795,813263.6544
"Cyp2c70",114502435.8,121808903.9,125147089.3,88373755.14,88713624.58,89972574.74
"Cyp2d10",18345096.9,7770889.609,6705295.682,4880976.882,5107874.66,5669010.623
"Cyp2d22",4171503.505,851195.2806,5488411.518,14865811.14,11331612.45,15366734.17
"Cyp2d26",9510550.324,7333010.943,14383491.49,46352143.21,33403024.25,45914045.8
"Cyp2d9",33460547.04,19342232.47,39032891.44,12796874.3,12689614.6,8938965.48
"Cyp2e1",259070589.3,243716736.8,255659090.3,46536945.74,51729013.94,56701656.56
"Cyp2f2",233374967.4,229143843.5,256692224.4,267714491.8,273554387.2,251841949.8
"Cyp2j11",1789863.423,0,1566961.837,0,0,0
"Cyp2j5",345570848.6,319819466.4,338828032.2,115740922.5,92526449.87,100897574.2
"Cyp2s1",911110.8601,0,998175.436,21206509.24,4364685.772,18104600.77
"Cyp39a1",2613786.059,2372695.304,2254219.931,963200.1293,1316675.355,0
"Cyp3a11",23198082.98,29363511.48,28747681.47,36524891.9,29592796.25,46054582.93
"Cyp3a13",1125024.816,0,2051387.142,603948.3094,1786613.49,828941.7065
"Cyp3a25",18838657.34,23918261.99,18222886.29,6059195.786,9618229.038,6195872.968
"Cyp3a41a",1363492.826,0,0,0,0,0
"Cyp4a10",0,7596675.343,5701023.722,0,0,5632203.535
"Cyp4a12a",25629291.42,8059051.039,10644979.17,18043935.48,12841048.77,13588425.53
"Cyp4a12b",0,0,0,0,537692.8748,0
"Cyp4a14",2885137.211,2284788.107,3266591.319,0,2266803.312,2861634.329
"Cyp4b1",3827457981,3697777613,3731086384,70309366.32,62590753.03,61534783.09
"Cyp4f13",0,2820955.33,2335068.03,2075504.079,0,2048569.085
"Cyp4f14",0,0,0,0,0,0
"Cyp4f15",0,0,0,0,0,0
"Cyp4v2",3764408.279,3635576.753,4660987.299,3405019.63,3950404.495,0
"Cyp51a1",79853133.87,73696217.93,84124538.44,36623690.01,10096756.89,28494244.54
"Cyp7a1",2068584.235,1777242.834,1777817.836,1799206.479,1847258.825,1570733.924
"Cyp7b1",35560669.05,41574332.52,60768931.27,5738333.593,4782482.32,794436.9461
"Cyp8b1",2519711.324,11268769.08,2794774.093,2589134.94,2095066.761,2415080.545
"Cyria",0,0,0,2575705.025,0,1926389.268
"Cyrib",2947207.209,0,0,31326068.11,28364559.26,26042714.97
"Cyth1",1352276.751,1173903.479,1434972.661,3172859.364,3254529.832,2837383.363
"Czib",5768872.698,7158771.372,8530517.699,15394523.82,14294976.74,26276747.66
"Dab2",544541085.8,494235114.5,483452900.1,319718983,317420569.2,326787974.7
"Dad1",37955485.68,31489156.13,33220609.11,22714116.36,22877261.85,39398843.78
"Dag1",11970005.89,4569778.962,19189592.24,18986828.92,20972500.48,22210632.11
"Dao",464795888.7,458477962.5,474875023.8,65317269.67,64893203.48,92251992.5
"Dap",0,0,0,1866233.41,1780335.968,1840674.561
"Dap3",63147815.77,61400862.93,62826595.45,61820468.11,57741862.69,54281466.25
"Dars",266572894,261056088.7,271733421,363412724.3,348732073.9,353551888
"Dars2",0,0,2095605.673,5791114.135,3639348.68,3921741.066
"Dazap1",21603371.31,20007864.13,25457945.1,67562953.37,60211316.49,67457864.22
"Dbi",674351247.6,657378616.2,657138279.7,574297397.3,604142546.6,604579569.8
"Dbn1",1819263.257,5893150.787,8198281.022,26161882.87,26831945.32,28072128.03
"Dbnl",64025118.65,61180650.78,75080738.01,181271375.8,175963582.1,176868318
"Dbt",534680002.8,512319372,575512240.2,271151367.3,285979540,261178396.3
"Dcaf11",0,0,2537490.414,4672975.618,6071180.741,5047680.106
"Dcaf7",0,0,0,2692035.634,0,0
"Dcaf8",18514441.01,20921375.07,12455769.42,15654146.62,13829384.42,10243749.89
"Dcakd",6714666.581,1212176.018,5200712.054,8683976.028,13213613.04,12223396.59
"Dcn",5219402.935,4892660.766,13166070.87,34158532.44,36163158.89,27147996.08
"Dcps",22452302.74,15082888.24,18233793.93,62210542.61,43603068.05,54904815.19
"Dctn1",105614458.9,129678341.9,104156022.6,201265324.7,192806839.8,206854580
"Dctn2",133443762.3,115023126.2,133391027.5,235257706.7,221771242.4,219816720.5
"Dctn3",7904704.204,4419462.882,8870737.719,19813626.13,17695827.71,17852553.24
"Dctn4",3757457.777,5340406.872,9000158.414,15216477.75,3579103.668,13622382.05
"Dctn6",7077571.106,10661228.34,9144470.405,14415459.85,14509711.67,14125457.25
"Dcxr",347269337.3,312571833.7,301704886.9,366884842.7,295774755.6,351506831.2
"Ddah1",392022346.9,397581908,420316778.3,307774406.3,300578631.1,306984791
"Ddah2",25436779.16,27193425.98,26915030.61,85583038.86,87815156.91,74866209.65
"Ddb1",108595939.7,97592884.98,94847062.41,217635958.4,181149106.4,176693156.5
"Ddc",54363035.55,50365525.52,34215019.57,13991766,11690637.32,12066384.42
"Ddi2",34747774.33,15023492.68,16978858.83,42869334.04,49596518.5,37401084.46
"Ddo",3117387.041,3987975.794,8481878.396,1700909.989,1751144.688,1962513.795
"Ddost",205983143.1,220427898.1,190249121.8,215249433.9,214727913,222592212.8
"Ddrgk1",6259604.342,5714477.474,1830504.247,0,3816873.713,6142358.668
"Ddt",1074832632,1041168182,1081576344,683432361.1,644421696.1,615252418.1
"Ddx1",146968388.3,170855012,140202651,233968061.5,221132484.1,239302900.5
"Ddx17",62518792.11,52251660.69,55330554.36,119795228,125452010.1,112631768.4
"Ddx19a",11589925.14,5335457.249,13785324.83,45158987.01,38234369.91,48487588.5
"Ddx21",11603237.31,5966921.632,16504339.71,24301483.83,39938054.94,39055478.45
"Ddx23",1778240.027,1030462.11,2455592.461,18448137.05,18461240.57,18406912.67
"Ddx39a",17551233.88,14484122.23,12543604.68,34912201.51,32521587.19,31805415.32
"Ddx39b",36962021.77,29126781.94,33860027.99,104958870.5,86736190.53,89238350.08
"Ddx3x",55393078.28,50564699.03,46352738.62,92322744.99,92199720.54,91029384.69
"Ddx3y",2860172.551,0,0,5331939.197,3494320.309,2440716.644
"Ddx42",0,0,0,3031927.862,2691779.1,3538799.268
"Ddx46",14803016.28,16620349.97,6513157.445,51988821.57,52873865.82,36170834.27
"Ddx5",147526485.4,132970066.9,164634438.5,336974473.6,303324667.8,286707002
"Ddx50",0,0,0,2489334.781,1999013.818,1596816.366
"Ddx58",27573567.84,24594723.13,27090027.76,133169364.7,127563278.2,123742154.3
"Ddx6",35741072.32,28364187.73,32104403.26,61866093.4,59880711.57,67281341.64
"Decr1",758763850.8,820865477.1,790173166.1,381052146.9,385413390.8,430006386.2
"Decr2",66254242.63,76568552.83,61222231.31,37664541.54,38601861.98,54064019.42
"Defa20",0,0,0,5947721.187,4308207.785,5996330.277
"Defb1",0,0,0,0,0,1416508.476
"Dek",30631886.53,28343491.76,26501845.13,88018229.93,71274092.1,77829653.64
"Dennd10",0,0,0,4174776.615,3604619.329,4066467.412
"Dennd4c",4506642.98,3580543.653,5502079.677,12739397.24,11356081.79,11689555.39
"Denr",5525807.852,12262929.41,11706910.8,19805921.91,12608688.14,15313643.41
"Deptor",6592429.86,6334091.201,6138823.767,16012588.29,10326329.22,4183200.774
"Dera",21057877.78,8101973.309,10942704.75,25629346.48,16731538.55,19130880.43
"Derl1",9723129.604,9048251.408,9298906.485,0,6116955.127,6454350.67
"Derl2",1956630.583,0,2565705.39,7719198.82,9011232.11,7925672.578
"Des",46211471.63,57906855.58,62541692.27,324780276.6,316032415.7,299057505
"Dgat1",2918551.306,3262981.558,2178260.855,3479168.691,5191034.198,3483593.324
"Dglucy",446997261.8,446225028,441989739.6,311881028.1,289973070.2,340956506.1
"Dguok",10787632.07,9602760.516,12123014.2,9159348.02,3725924.849,17967288.73
"Dhcr24",14784459.94,7826678.235,5886003.855,15541821.3,5782226.197,16652014.25
"Dhcr7",0,1429178.904,3037914.455,3987080.91,3118703.373,6352724.544
"Dhdh",7006095.566,5673978.701,12342311.5,5485709.009,9736898.857,4349775.162
"Dhfr",107163203.9,109766961.5,102906021.8,38333734.45,50546680.13,53039204.82
"Dhodh",13023783.76,13530099.59,14526407.91,10165215.42,10348136.36,13032197.26
"Dhrs1",198622933.1,201970846.5,167920746.9,92270177.14,98001987.63,98200135.04
"Dhrs11",7707676.291,12562610.35,7263485.898,4661432.451,4379676.677,4926206.407
"Dhrs4",943482224.2,1030854761,838526037.7,145434900,126210927.6,159282811
"Dhrs7",4513120.718,3969246.196,1431723.04,2115088.022,3043781.235,8716658.661
"Dhrs7b",21265742.39,21141014.38,17334151.31,15001213.88,13004024.44,15457041.62
"Dhtkd1",218327173.3,232116876,222108958.1,36619477.41,36812615.09,34537226.78
"Dhx15",40441430.8,62512457.18,38673713.08,58172797.63,52965987.1,55569305.83
"Dhx16",2467634.52,2499908.757,2161059.7,1316169.571,1492302.472,0
"Dhx29",0,0,0,952122.5313,1244268.963,1292843.087
"Dhx30",35299723.69,38269460.92,34864808.14,37632702.79,27456436.87,29545399.46
"Dhx36",0,0,0,1200549.819,0,1745152.214
"Dhx38",0,0,0,1170555.783,999982.1238,0
"Dhx9",246786402.7,262829690.4,255688035.9,510676685.2,437775465.6,486857998.8
"Diablo",6261917.842,0,0,0,6026816.382,0
"Diaph1",14437133.89,21838343.38,21177916.58,33560866.9,34595696.93,27340788.02
"Diaph2",1695366.095,0,0,5065373.57,2928445.346,0
"Dis3",0,0,0,6584686.4,6800731.396,6007267.455
"Dis3l2",1143610.933,0,988568.5209,1977759.088,0,1420731.889
"Dkc1",10918720.97,14031671.08,12273996.37,31581619.46,22312927.23,21744884.05
"Dlat",851228668.5,809848841.3,877773783.8,756397882.7,770066509.5,743823438
"Dld",2106556520,2129928133,2041659471,1369627262,1376426147,1352269582
"Dlg1",46946012.97,45293012.56,51671365.07,85567151.94,57167984.35,56583793.12
"Dlgap4",4429512.477,3535761.71,4257653.079,14192092.17,3685362.338,12754093.38
"Dlst",777652833.8,709370645.4,676136955.4,599647510.1,536269851.1,537458388.1
"Dmac1",2495567.417,2827799.253,2417002.984,0,2024231.317,1899193.374
"Dmac2l",21843390.64,17362197.21,15944258.11,12752066.68,12706543.11,13423867.32
"Dmd",4004110.166,3417218.009,3951457.798,4333192.332,4184284.614,4568237.401
"Dmgdh",524026924.2,559070516.1,411521870.7,192676125,188973461.5,184106293.2
"Dmtn",79911752.71,79268362.89,67879758.79,60766470.66,65299859.68,72236758.94
"Dmxl1",1185200.473,0,1679468.53,11167788.46,4230940.81,3894708.941
"Dnaaf5",0,732349.7294,0,966770.7053,1188852.528,1303689.577
"Dnaja1",110260548.8,104906931.4,107465709.6,84283675.9,106834408.9,115596832.7
"Dnaja2",54384452.14,67533948.53,72971660.52,170045878.5,150399191.4,179020111.9
"Dnaja3",79746690.43,73460420.04,75389010.59,50737462.43,54193543.27,56662208.78
"Dnaja4",1600691.604,2958304.856,3249372.901,3195861.495,3799951.735,3877965.378
"Dnajb1",1232711.368,2674627.23,1258643.918,6644029.326,6885119.17,5257244.616
"Dnajb11",62918964.94,55784887.57,61082672.71,81197152.98,93724231.11,63893245.45
"Dnajb12",10066532.19,4749651.138,11938644.13,0,0,1668242.016
"Dnajb4",5239519.446,7856943.165,7733393.05,12458011.11,14120378.02,11420087.06
"Dnajc10",1701168.629,1148438.931,3088438.23,6184451.471,4528022.592,2485017.836
"Dnajc11",47735554.44,53258601.2,50341732.14,78380831.9,74627685.3,73205458.83
"Dnajc12",34478040.94,30948781.41,27732127.23,2435835.818,8126815.034,2545859.431
"Dnajc13",169486120.2,150456154.1,148327389,106436620.9,92329817.67,92173143.19
"Dnajc19",5829096.082,9903025.098,0,6899316.096,6255115.414,2635737.641
"Dnajc2",0,0,890002.8084,8180981.739,974838.5564,6891371.282
"Dnajc22",1489713.11,1687941.078,1665689.626,0,0,237293.1115
"Dnajc3",52897508.96,51518005.47,52956106.01,50703288.39,60082118.08,56064106.97
"Dnajc5",10701141.28,14138455.4,9220622.697,7998606.283,13974827.32,12416821.19
"Dnajc6",125019879.9,135387314.6,139966031.7,23783563.35,53881365.48,39161033.63
"Dnajc7",11669412.04,262770.562,2285260.833,5060693.411,6976630.943,6620662.084
"Dnajc8",0,0,0,4693679.305,4729788.45,4743635.391
"Dnajc9",1369071.617,0,1394234.75,0,2164645.675,2412961.048
"Dnase1",3858857.27,1590506.524,4956804.692,0,0,1214106.86
"Dnm1l",85995048.46,85351637.48,87936454.06,133586641.8,126187881.1,143102828.3
"Dnm2",111978021.3,103526325.2,113741024.3,273789717.2,255797253.2,264704658.8
"Dnmt1",0,0,0,1503151.892,1274900.61,1236932.796
"Dnpep",65739555.84,57829289.08,75351146.82,114939442.7,128778289.5,137391679.3
"Dnph1",30669876.01,23671318.9,25528115,18016586.41,15549847.02,14207495.46
"Dock1",0,2450738.783,1712531.228,6200069.424,8899447.147,10653260.37
"Dock2",718030.3901,0,886995.0003,6872216.1,6167442.615,6948633.901
"Dock7",2036035.946,0,1720738.273,8102301.369,9619511.427,5892918.906
"Dock8",1305661.902,3711809.875,0,12219046.63,6917433.912,12352369.72
"Dock9",4386917.234,4426781.712,6248934.806,1471323.518,7229923.053,7208661.771
"Dpep1",561111317.3,562609695.3,550294704.5,222304562.1,194168345.3,191980199.9
"Dpm1",12858500.18,12154537.84,11701396.92,17657834.41,16942513.74,21960211.5
"Dpm3",6057600.755,0,2155414.099,0,3954032.874,7796795.462
"Dpp3",114985529.9,103355832.3,119675741.1,168699491.5,146628374.6,144699554.9
"Dpp4",127407054.9,137180844,142323801.1,263241209.4,165707624.7,191875961
"Dpp7",12064099.86,10759506.01,10326726.86,12828861.5,12140751.74,15876255.25
"Dpt",0,0,1101205.762,1807884.805,0,0
"Dpy30",12419115.46,14630670.08,14096932.37,24203247.6,20289708.18,21924404.89
"Dpyd",23391867.37,26228061.21,28011198.17,32773115.57,25384219.73,28545851.56
"Dpys",14665310.58,20817817.26,11619176.9,0,2040177.005,0
"Dpysl2",222078963.4,208220119.4,266698958,596581467.5,533382746.7,511039973.4
"Dpysl3",13184635.82,14176999.39,32789691.54,147362311.8,148698616.4,128218084.3
"Dr1",2329606.194,2454931.273,2831256.306,6730763.361,6497539.287,5878088.386
"Drap1",2811463.517,2637510.621,2830417.257,4848727.368,5128656.095,4851013.06
"Drg1",4206533.293,3566962.117,9429308.047,15497370.77,10977787.93,14027803.76
"Drg2",26100282.25,27353944.49,21545058.8,21128072.97,19836852.95,19345295.82
"Dsg2",0,0,0,1093869.509,1321978.635,954963.2528
"Dsp",8656442.535,9308849.283,1650899.304,15422743.11,10037148.4,10278827.84
"Dst",0,0,0,3958131.743,4437383.284,0
"Dstn",285746053.1,302662451.9,294187963.6,697873942.3,620938220.8,641531962.9
"Dtd1",2569226.907,2422177.9,2154252.198,0,4898594.21,0
"Dtd2",0,0,2685853.552,2815719.029,3156391.807,3104784.379
"Dtnbp1",2668915.1,0,3419948.622,5574331.988,4853477.726,5336479.242
"Dtx3l",3761950.377,0,2989082.196,18594214.41,15264287.09,16785414.2
"Dtymk",18858504.75,16103483.38,23797818.61,32916416.02,35250893.22,36707736.55
"Dus3l",1314747.901,1550175.01,2523261.955,6816863.825,6191233.573,6832236.657
"Dusp23",3594125.739,3995267.831,2316042.986,3782035.739,3584924.026,2273059.361
"Dusp3",17030932.26,17622919.02,11490329.86,50686371.23,48449626.22,49649557.71
"Dut",6226711.35,7669135.768,6756039.383,4973918.938,4355103.509,4345949.328
"Dync1h1",1055064160,922240196.7,994603607.3,2285168315,2093197098,2151195726
"Dync1i2",46147566.93,55871795.52,47901048.04,104683523,77443127.05,103540374
"Dync1li1",106705068.3,78865304.4,87320766.06,173149973.4,172548052.2,170329832.2
"Dync1li2",6589924.841,6616430.595,7231620.017,21231538.86,17862036.04,18260472.9
"Dynll1",11454971.35,10917395.06,11236585.82,34894865.34,36021130.83,28936966.54
"Dynll2",52921092.89,43066109.19,37730664.53,56249839.52,53649580.43,53686293.15
"Dynlrb1",32521602.79,29929570.26,30141752.32,66178658.8,63379066.86,61945584.34
"Dynlt3",0,2019499.372,3897653.914,8426453.666,8957859.407,9892536.064
"Dysf",5974960.342,4713934.494,7110833.774,21229806.55,19328225.51,24505187.5
"Ear6",0,0,0,0,0,0
"Ears2",14018578.23,14095002.36,12432202.7,17594384.9,14815934.81,14647658.58
"Ebp",3193913.053,2461331.626,2760703.754,2451669.129,3328545.195,2673397.391
"Ece1",1962133.01,0,4073919.598,20304113.73,15565692.21,19213843.11
"Ech1",278674771.1,292881952.2,245344060.5,165131340.5,183991674,195428547.4
"Echdc1",45582663.7,51316803.54,48012995.8,25905831.77,40634089.12,38466142.9
"Echdc2",455011457.4,460828173.5,438791125,192201024.8,199301259.3,213732225.2
"Echdc3",72752701.91,60371679.36,89286492.69,30726834.55,34011682.12,37472406
"Echs1",1431434095,1411017791,1428909629,1014730831,1032813867,987340042.1
"Eci1",626410122.2,642066970.5,603902140.4,495112113.2,530513347.8,562364100.2
"Eci2",81573918.22,85591938.92,79807769.41,43950254.1,39539590.82,44912141.23
"Eci3",203882706.8,214740925.4,213458485.7,2976306.157,1851076.931,0
"Ecm1",6619748.72,8035608.096,5373191.791,20533559.06,22694308.84,18319226.66
"Ecpas",64126731.88,62592327.55,59342532.22,90588630,77051881.91,68828646.86
"Ecsit",7731878.998,9066568.302,4460087.711,0,5215373.599,4873672.188
"Edc3",3323379.842,4621307.842,4329579.118,5431922.64,5147759.939,4676308.016
"Edc4",3409450.032,2223464.568,685815.164,15000386.64,15309972.62,12682355.52
"Edf1",23413046.4,24001271.35,25797834.46,23442594.2,27985747.04,22783206.23
"Eea1",167028009.4,164790975.4,148232541.3,168007762.4,209396875.2,175653730.5
"Eed",0,0,0,687083.303,1059402.999,965884.7878
"Eef1a1",212150280.6,196308319.2,232374583,444210726.9,492752328.7,386691365.7
"Eef1akmt2",0,0,0,2087506.695,0,0
"Eef1b",150243062.6,133703081.3,142833101.6,306468617.1,328005641.1,324880897.9
"Eef1d",48370572.84,41567260.62,46920438.37,84437690.27,80798136.41,73584526.66
"Eef1e1",11129810.86,9306363.033,9261933.089,41489566.52,15645973.06,41265398.64
"Eef1g",416206538.6,381240163.7,401335975.5,812381153.5,767394365.9,788804092.5
"Eef2",1966034425,1988793313,1949319759,3056822290,2897654190,3157656977
"Eefsec",30086165.75,33426384.44,23331973.03,46000234.8,43377189,45579673.44
"Efemp1",2028019.031,1932362.038,3264624.44,17023194.37,14549157.32,12418104.75
"Efemp2",0,0,0,3787216.848,3373096.466,2790727.597
"Efhd1",6982477.381,7937669.492,7012369.62,33277289.68,34769299.52,27163085.36
"Efhd2",9869560.174,7405033.986,1772285.715,113282802.2,84639422.5,78835345.03
"Efl1",3869807.906,2630200.174,2548754.191,13909451.14,12818386.58,12288538.1
"Efr3a",4561161.574,6761122.531,6183380.002,3762466.043,4960771.96,5204462.4
"Eftud2",21724428.67,31236040.98,67857344.33,121144408.9,108571647.1,85236287.54
"EG433182",4299426551,4383415978,4468926199,6130411577,6016249448,6018504501
"Egfr",27575543.63,25367074.87,23770930.09,42462948.42,48794580.72,43736416.07
"Ehd1",216650554.3,186161932.5,187660405.3,241197753.6,204798979.2,219602626.9
"Ehd2",32078696.81,32192054.19,33585109.82,72963411.58,99982254.79,68555471.88
"Ehd3",83632948.81,78295152.98,74479979.74,85946144.72,82396917.88,75090512.86
"Ehd4",123790090.8,171751499.1,140648973.2,289847591.7,287885140,253170721.1
"Ehhadh",5043709126,6727679946,5998533677,260417792.5,322027100.7,442353092.9
"Ei24",2076994.115,1920214.075,1720108.335,4580161.527,3941695.465,3861183.818
"Eif1",27736946.12,23806611.41,22390547.2,36148273.79,37137253.45,33730382.85
"Eif1a",31813847.22,30332684.83,50707160.89,76868225.12,54784731.62,72343525.86
"Eif2a",52428209.18,41576151.45,55573170.32,64347339.68,65622782.17,53999498.54
"Eif2b1",7505352.742,1673577.458,9338062.19,4074294.215,7868601.914,9804934.025
"Eif2b2",6464751.955,5473953.304,9479358.164,14165217.98,12605894.97,15092744.91
"Eif2b3",8159319.138,2708941.872,3752059.507,12301851.54,10955822.68,9273756.693
"Eif2b4",1776339.652,5280061.741,7521903.465,12877472.41,7321238.185,5953991.779
"Eif2b5",4525409.238,4745195.38,8354074.498,17248504.4,11736397.49,16350405.17
"Eif2d",2494159.89,0,738172.9263,5365244.087,1776717.319,1293817.467
